#time(s),x(m),y(m),theta(rad)
1317398253352566957, -139.949579,143.433254,3.400413
1317398253456724882, -141.024098,143.139476,3.401689
1317398253665043116, -143.170871,142.554117,3.404041
1317398253769201994, -144.251483,142.260335,3.405019
1317398253977565050, -146.413051,141.678980,3.405112
1317398254081727028, -147.493915,141.388364,3.405188
1317398254185859919, -148.579305,141.085117,3.405446
1317398254394162893, -150.749681,140.489772,3.404955
1317398254498312950, -151.843884,140.182561,3.404806
1317398254602438927, -152.940453,139.880199,3.405183
1317398254706574917, -154.033294,139.579936,3.405787
1317398254810717106, -155.125374,139.280835,3.406554
1317398254914822102, -156.222784,138.971485,3.407339
1317398255018934965, -157.319755,138.666125,3.408060
1317398255123050928, -158.422183,138.351934,3.408182
1317398255227160931, -159.517709,138.041403,3.408602
1317398255331281900, -160.612838,137.738782,3.408562
1317398255435394049, -161.704303,137.428304,3.408587
1317398255539505959, -162.810738,137.119562,3.408863
1317398255643601894, -163.912675,136.814326,3.408807
1317398255747709036, -165.014334,136.512042,3.408305
1317398255851820946, -166.118725,136.205328,3.407981
1317398255955914974, -167.226303,135.902596,3.408326
1317398256164122105, -169.421722,135.289422,3.408402
1317398256268205881, -170.529844,134.976679,3.408210
1317398256372329950, -171.638218,134.675693,3.408299
1317398256476450920, -172.742439,134.368107,3.408464
1317398256580539942, -173.847740,134.068291,3.409120
1317398256684627056, -174.953323,133.760954,3.409553
1317398256788737059, -176.046765,133.460482,3.410336
1317398256892842054, -177.138484,133.156797,3.410729
1317398256996952057, -178.242886,132.844493,3.410878
1317398257101058006, -179.336380,132.535386,3.410772
1317398257205180883, -180.426388,132.234563,3.411186
1317398257309313059, -181.505137,131.936793,3.411373
1317398257413424969, -182.593382,131.632183,3.411293
1317398257517539024, -183.661497,131.326155,3.410755
1317398257621650934, -184.724803,131.021111,3.410256
1317398257725761890, -185.806703,130.713981,3.409954
1317398257829902887, -186.892179,130.414981,3.409735
1317398257934034109, -187.969846,130.119897,3.409246
1317398258038151026, -189.041862,129.816661,3.409526
1317398258142261028, -190.100603,129.527473,3.409404
1317398258350497007, -192.181694,128.961096,3.408920
1317398258454586983, -193.233768,128.663493,3.410295
1317398258558676958, -194.301011,128.372644,3.411468
1317398258662772894, -195.357913,128.091621,3.411635
1317398258766882896, -196.394825,127.801298,3.411817
1317398258975086927, -198.402895,127.223591,3.411429
1317398259079202890, -199.395297,126.938518,3.411650
1317398259183314085, -200.388821,126.648455,3.412362
1317398259287426949, -201.388738,126.360370,3.412403
1317398259391558886, -202.391638,126.075471,3.412778
1317398259495702982, -203.377661,125.794567,3.413385
1317398259599826097, -204.347517,125.511852,3.414019
1317398259703912973, -205.318768,125.241415,3.414918
1317398259808016062, -206.284492,124.971583,3.415213
1317398259912152052, -207.240153,124.700690,3.415274
1317398260016293049, -208.183381,124.432345,3.415239
1317398260120436907, -209.129358,124.160946,3.414601
1317398260224596024, -210.068084,123.897946,3.413251
1317398260328772068, -210.998787,123.626108,3.411809
1317398260432900906, -211.924918,123.367145,3.410256
1317398260536993980, -212.847004,123.100895,3.409366
1317398260641108036, -213.752697,122.841473,3.409219
1317398260745220900, -214.668362,122.585117,3.409714
1317398260849298000, -215.575940,122.338769,3.410437
1317398260953394890, -216.467121,122.091105,3.411884
1317398261057504892, -217.351546,121.836946,3.414376
1317398261161569118, -218.235329,121.572217,3.417683
1317398261265633106, -219.119562,121.313601,3.421391
1317398261369708061, -219.995163,121.047839,3.425299
1317398261473778009, -220.870821,120.795420,3.429514
1317398261577867031, -221.740013,120.538095,3.434527
1317398261681955099, -222.600843,120.262952,3.439868
1317398261786026955, -223.447498,119.999326,3.445843
1317398261890104055, -224.294320,119.717584,3.452336
1317398261994215012, -225.143628,119.438216,3.458586
1317398262098325968, -225.993668,119.146674,3.465831
1317398262202435970, -226.832549,118.852494,3.472605
1317398262306569099, -227.643862,118.567311,3.479175
1317398262410732031, -228.456703,118.272555,3.485029
1317398262514939070, -229.264878,117.962980,3.489369
1317398262619190931, -230.069818,117.649463,3.492149
1317398262723445892, -230.877137,117.333118,3.493259
1317398262827718019, -231.669858,117.034473,3.493377
1317398262932025909, -232.461583,116.732473,3.492723
1317398263036324024, -233.246414,116.437855,3.492052
1317398263140609980, -234.028554,116.146288,3.490915
1317398263244864941, -234.806993,115.851277,3.489262
1317398263349142075, -235.559618,115.564009,3.485994
1317398263453468084, -236.304856,115.280220,3.480798
1317398263557806969, -237.030065,115.004837,3.471701
1317398263662182093, -237.761946,114.754533,3.459855
1317398263766556978, -238.494634,114.509036,3.447226
1317398263870893002, -239.211789,114.288905,3.434220
1317398263975230932, -239.928319,114.075359,3.421738
1317398264079525948, -240.631575,113.884483,3.409550
1317398264183795929, -241.318704,113.701670,3.397187
1317398264288096905, -241.996242,113.523343,3.384083
1317398264392409086, -242.672299,113.359730,3.369878
1317398264496712923, -243.340754,113.217520,3.355163
1317398264600990057, -244.007492,113.074993,3.341126
1317398264705280066, -244.661331,112.954195,3.326721
1317398264913789988, -245.937262,112.740282,3.297309
1317398265018055916, -246.566414,112.660990,3.281927
1317398265122288942, -247.180027,112.580624,3.267239
1317398265226495981, -247.769310,112.517467,3.252661
1317398265330725908, -248.363088,112.465006,3.237900
1317398265434943914, -248.953161,112.424011,3.223670
1317398265539163113, -249.517766,112.387079,3.210585
1317398265643381119, -250.084358,112.358834,3.197467
1317398265747575998, -250.627503,112.342192,3.185002
1317398265851751089, -251.174992,112.322149,3.174722
1317398265955883026, -251.718670,112.310042,3.166555
1317398266059990883, -252.226915,112.304190,3.161136
1317398266164052963, -252.747478,112.302444,3.158689
1317398266268091917, -253.240783,112.298741,3.158311
1317398266372154951, -253.735060,112.287397,3.160087
1317398266580204964, -254.669032,112.259591,3.170086
1317398266684195042, -255.130824,112.248045,3.179315
1317398266788162947, -255.564073,112.225933,3.191009
1317398266892131090, -255.998312,112.189968,3.205832
1317398266996098042, -256.395018,112.133375,3.224000
1317398267100063086, -256.792040,112.076418,3.243208
1317398267204030037, -257.174689,112.012921,3.264875
1317398267307990074, -257.540053,111.940893,3.288831
1317398267411931992, -257.908322,111.867593,3.316269
1317398267515857935, -258.256420,111.769824,3.346507
1317398267619802952, -258.578743,111.664411,3.379156
1317398267827691078, -259.197887,111.396628,3.450689
1317398267931653976, -259.488695,111.261249,3.488470
1317398268035645008, -259.766400,111.125432,3.526434
1317398268139683962, -260.047765,110.974690,3.563085
1317398268243746996, -260.312597,110.815321,3.599359
1317398268347803116, -260.564625,110.654530,3.635831
1317398268451869011, -260.813452,110.467684,3.671690
1317398268555954933, -261.043872,110.284313,3.707611
1317398268660079956, -261.263524,110.092226,3.742360
1317398268764246941, -261.479959,109.890309,3.776554
1317398268868407011, -261.693256,109.691667,3.809531
1317398268972556114, -261.910991,109.487775,3.841346
1317398269076736927, -262.109786,109.277530,3.873088
1317398269285716057, -262.467378,108.846161,3.931533
1317398269389389038, -262.636941,108.628819,3.956699
1317398269493669033, -262.806641,108.402278,3.978289
1317398269597963095, -262.978670,108.176792,3.998333
1317398269702274084, -263.157533,107.943306,4.019165
1317398269806602955, -263.328328,107.719594,4.037629
1317398269910953045, -263.506863,107.488590,4.054153
1317398270119545937, -263.848290,107.004177,4.089980
1317398270223802090, -264.014302,106.755848,4.107717
1317398270328044891, -264.182010,106.511351,4.125892
1317398270536433935, -264.517041,105.940025,4.167559
1317398270640592098, -264.682298,105.641094,4.192260
1317398270744728088, -264.838100,105.349137,4.218934
1317398270848862886, -264.985261,105.043152,4.246290
1317398270953022957, -265.117504,104.723065,4.273939
1317398271057151079, -265.242054,104.393481,4.302479
1317398271161263943, -265.359467,104.052173,4.332913
1317398271265371084, -265.473416,103.704827,4.364706
1317398271369462013, -265.584267,103.344338,4.396992
1317398271473558903, -265.680728,102.968215,4.430389
1317398271681737900, -265.821445,102.161892,4.498300
1317398271785834074, -265.874126,101.722102,4.533087
1317398271889996052, -265.928091,101.275378,4.563881
1317398271994203091, -265.967160,100.807461,4.591450
1317398272098455906, -265.985258,100.328011,4.615606
1317398272202771902, -265.992366,99.831975,4.633279
1317398272307122946, -266.001648,99.307374,4.645928
1317398272411957026, -266.037898,98.748127,4.656790
1317398272516282082, -266.073483,98.155570,4.669380
1317398272620054007, -266.098229,97.542810,4.683730
1317398272724261045, -266.110004,96.899761,4.700197
1317398272828469038, -266.101221,96.250376,4.716063
1317398272932676077, -266.081799,95.556822,4.732121
1317398273036883116, -266.059943,94.841419,4.748266
1317398273141088009, -266.014523,94.093876,4.764488
1317398273245326996, -265.965404,93.331433,4.778363
1317398273349608898, -265.897529,92.551116,4.791185
1317398273453912973, -265.818676,91.747827,4.802131
1317398273558237076, -265.722104,90.921747,4.809895
1317398273662564993, -265.619464,90.061800,4.816428
1317398273871217966, -265.411743,88.270942,4.824528
1317398273975519896, -265.294899,87.348873,4.826749
1317398274079822063, -265.176627,86.398922,4.828495
1317398274184124947, -265.054818,85.419452,4.830277
1317398274288394928, -264.933664,84.414855,4.831856
1317398274392651081, -264.807094,83.387608,4.833182
1317398274496906042, -264.681742,82.331520,4.834717
1317398274601169109, -264.542807,81.265418,4.836026
1317398274705423117, -264.402442,80.169907,4.837803
1317398274913913965, -264.090521,77.922686,4.840903
1317398275018112898, -263.925996,76.766259,4.842042
1317398275122323036, -263.773200,75.590766,4.843164
1317398275226505041, -263.613391,74.416334,4.844904
1317398275330692053, -263.459475,73.229044,4.847128
1317398275434874058, -263.301446,72.071636,4.849314
1317398275539041996, -263.140072,70.901191,4.851126
1317398275643224955, -262.966184,69.731205,4.853266
1317398275747419119, -262.793111,68.557674,4.855665
1317398275851629019, -262.610528,67.385697,4.858146
1317398276059990883, -262.250775,65.050243,4.862533
1317398276268356085, -261.880265,62.732385,4.868053
1317398276372554064, -261.692322,61.570656,4.870475
1317398276476735115, -261.500350,60.385044,-1.410622
1317398276580929995, -261.298510,59.229522,-1.409106
1317398276685138941, -261.098042,58.069383,-1.407399
1317398276789309978, -260.904970,56.919354,-1.406223
1317398276893488884, -260.696444,55.766882,-1.405433
1317398277101854086, -260.298807,53.478451,-1.404109
1317398277206010103, -260.096267,52.321242,-1.403089
1317398277310147047, -259.900701,51.173515,-1.402138
1317398277414293051, -259.700078,50.027951,-1.401115
1317398277518426895, -259.495634,48.876241,-1.399970
1317398277622561932, -259.294297,47.744598,-1.398599
1317398277726672888, -259.089147,46.610383,-1.396738
1317398277830777884, -258.878202,45.473763,-1.395158
1317398278038981915, -258.462049,43.218147,-1.391706
1317398278143099070, -258.253093,42.112929,-1.389732
1317398278247222900, -258.042579,40.997342,-1.388713
1317398278351340055, -257.828050,39.880808,-1.387843
1317398278455452919, -257.604806,38.752193,-1.387215
1317398278663721085, -257.178237,36.549545,-1.386216
1317398278767828941, -256.965702,35.451619,-1.386770
1317398278976136923, -256.540888,33.276287,-1.390239
1317398279080346107, -256.340017,32.186039,-1.393861
1317398279184551954, -256.140956,31.085995,-1.398261
1317398279288739920, -255.947953,29.993970,-1.402281
1317398279392904043, -255.760078,28.908625,-1.405917
1317398279497061014, -255.581989,27.817826,-1.409250
1317398279705728054, -255.209579,25.630709,4.869281
1317398279809886932, -255.016366,24.541578,4.867544
1317398279913683891, -254.839342,23.465491,4.865410
1317398280017827988, -254.659521,22.391995,4.863765
1317398280226095915, -254.325354,20.237294,4.863087
1317398280330208063, -254.158268,19.159116,4.863548
1317398280434309006, -253.988262,18.066715,4.863498
1317398280538456917, -253.819721,16.984666,4.863472
1317398280746773005, -253.474593,14.822908,4.862564
1317398280850958109, -253.300134,13.731591,4.861774
1317398280955132008, -253.131697,12.639243,4.861659
1317398281059264898, -252.968581,11.567209,4.861973
1317398281267540932, -252.637523,9.428171,4.864025
1317398281371673107, -252.468597,8.355795,4.865833
1317398281475800991, -252.293059,7.279250,4.867513
1317398281579947948, -252.117420,6.213089,4.869243
1317398281788266897, -251.769140,4.100672,-1.410127
1317398281892445087, -251.589445,3.046288,-1.408306
1317398281996625900, -251.404907,2.002117,-1.406518
1317398282100786924, -251.221790,0.945747,-1.404874
1317398282204969883, -251.036227,-0.102453,-1.403670
1317398282413306952, -250.659505,-2.186440,-1.401681
1317398282517488956, -250.473282,-3.223146,-1.401013
1317398282621670008, -250.286330,-4.271155,-1.400863
1317398282725855112, -250.104208,-5.287061,-1.401094
1317398282934247971, -249.732923,-7.341569,-1.402133
1317398283038470984, -249.548678,-8.360946,-1.403453
1317398283142710924, -249.370812,-9.379080,-1.405579
1317398283246989012, -249.190474,-10.404467,-1.408789
1317398283351260900, -249.016974,-11.430195,-1.411916
1317398283559756041, -248.682892,-13.456037,4.865497
1317398283664084911, -248.520187,-14.455912,4.863030
1317398283872412920, -248.204844,-16.464028,4.859119
1317398283976604939, -248.048434,-17.470043,4.857387
1317398284080760956, -247.895420,-18.473527,4.855830
1317398284184911013, -247.747141,-19.472318,4.854530
1317398284289068937, -247.590702,-20.470601,4.853487
1317398284393225908, -247.449510,-21.473829,4.852417
1317398284497395992, -247.310445,-22.456178,4.851496
1317398284601530075, -247.160052,-23.450630,4.851081
1317398284705605984, -247.021436,-24.437830,4.852136
1317398284809670925, -246.877413,-25.420047,4.854733
1317398284913746119, -246.727846,-26.388379,4.859056
1317398285017760038, -246.576051,-27.373044,4.865573
1317398285121750116, -246.416958,-28.342328,-1.409340
1317398285225764036, -246.233141,-29.316763,-1.400399
1317398285329742908, -246.056778,-30.272001,-1.390309
1317398285537759066, -245.663841,-32.187121,-1.369221
1317398285641777039, -245.463417,-33.137577,-1.358031
1317398285745768070, -245.240212,-34.080217,-1.346697
1317398285849756956, -245.014543,-35.011913,-1.334813
1317398285953737974, -244.766462,-35.949795,-1.321683
1317398286161679983, -244.242444,-37.822199,-1.288142
1317398286265638113, -243.950668,-38.737378,-1.269831
1317398286473615885, -243.324527,-40.548839,-1.229285
1317398286577606916, -242.973334,-41.456869,-1.208878
1317398286681611061, -242.600742,-42.348796,-1.187859
1317398286785607100, -242.212808,-43.239831,-1.166518
1317398286889596939, -241.816363,-44.127048,-1.144069
1317398286993587017, -241.386884,-45.003597,-1.121321
1317398287097599030, -240.929982,-45.871401,-1.098184
1317398287306185961, -239.974026,-47.571043,-1.051117
1317398287410233021, -239.462026,-48.422569,-1.027455
1317398287513654947, -238.924876,-49.260750,-1.003392
1317398287617695093, -238.367094,-50.083845,-0.979347
1317398287721735001, -237.788071,-50.907932,-0.954836
1317398287825742006, -237.177331,-51.713938,-0.930419
1317398288033853054, -235.909095,-53.281855,-0.882683
1317398288137938976, -235.234490,-54.054997,-0.860699
1317398288242038965, -234.555956,-54.817041,-0.839724
1317398288346162081, -233.840943,-55.563207,-0.818556
1317398288450297117, -233.113894,-56.314304,-0.798442
1317398288658648968, -231.613713,-57.770441,-0.764674
1317398288762904882, -230.842692,-58.473469,-0.751999
1317398288971447945, -229.253263,-59.897118,-0.734369
1317398289075731039, -228.438149,-60.617659,-0.728342
1317398289284238100, -226.805041,-62.057355,-0.721167
1317398289388468027, -225.973930,-62.769784,-0.718727
1317398289492702961, -225.132820,-63.496252,-0.716701
1317398289596925020, -224.283779,-64.223834,-0.715235
1317398289701124907, -223.429954,-64.949253,-0.714572
1317398289805341959, -222.587164,-65.671553,-0.714761
1317398289909548044, -221.740531,-66.394740,-0.716383
1317398290117954016, -220.056160,-67.854603,-0.722865
1317398290222161055, -219.214796,-68.577641,-0.728357
1317398290326369047, -218.376578,-69.326053,-0.734431
1317398290430582047, -217.548233,-70.072299,-0.741125
1317398290534796953, -216.727262,-70.814679,-0.748438
1317398290639002085, -215.912737,-71.566194,-0.756103
1317398290743201971, -215.108835,-72.314106,-0.764817
1317398290847383976, -214.312651,-73.078335,-0.773336
1317398290951564074, -213.536490,-73.848880,-0.781705
1317398291159912109, -211.996329,-75.414073,-0.794657
1317398291264013052, -211.225224,-76.198073,-0.797789
1317398291368072033, -210.475060,-76.970098,-0.799938
1317398291472161055, -209.721271,-77.745988,-0.801719
1317398291680320978, -208.229807,-79.291308,-0.805281
1317398291784380913, -207.485090,-80.057343,-0.806382
1317398291888443947, -206.749747,-80.826027,-0.807211
1317398291992528915, -206.015347,-81.588299,-0.807629
1317398292096625090, -205.291593,-82.345033,-0.808207
1317398292200684071, -204.562367,-83.106717,-0.808646
1317398292408852100, -203.117167,-84.615235,-0.809654
1317398292512913942, -202.404065,-85.363062,-0.810363
1317398292616988897, -201.693752,-86.112491,-0.810689
1317398292721044064, -200.993358,-86.847406,-0.811330
1317398292825103045, -200.304818,-87.576703,-0.811851
1317398293033149958, -198.941778,-89.006977,-0.808443
1317398293137151003, -198.282349,-89.691699,-0.804235
1317398293241138935, -197.642531,-90.356932,-0.799478
1317398293345129967, -197.013996,-90.998724,-0.793435
1317398293449125051, -196.397416,-91.611100,-0.785724
1317398293657141924, -195.208299,-92.766556,-0.771304
1317398293865243912, -194.084668,-93.826846,-0.757997
1317398293969331980, -193.545872,-94.321708,-0.751211
1317398294073419094, -193.024961,-94.792846,-0.745325
1317398294177537918, -192.513090,-95.247053,-0.739082
1317398294385786057, -191.546982,-96.105484,-0.727502
1317398294489891052, -191.083837,-96.507254,-0.720100
1317398294593976021, -190.623513,-96.894821,-0.711776
1317398294698044062, -190.173415,-97.264294,-0.701865
1317398294906116009, -189.296934,-97.959013,-0.676823
1317398295010154963, -188.865082,-98.276419,-0.663049
1317398295114192009, -188.445094,-98.592703,-0.649138
1317398295322309971, -187.605320,-99.177798,-0.618611
1317398295426318884, -187.199167,-99.443259,-0.601532
1317398295530328989, -186.783747,-99.695597,-0.582514
1317398295738301039, -185.994663,-100.141545,-0.537128
1317398295842292070, -185.617097,-100.335579,-0.511861
1317398295946281910, -185.252681,-100.492595,-0.485110
1317398296154393911, -184.597448,-100.741840,-0.432942
1317398296258516073, -184.316220,-100.849964,-0.409130
1317398296466782093, -183.749708,-101.031760,-0.362605
1317398296675087929, -183.161097,-101.173590,-0.312205
1317398296779175043, -182.875089,-101.241943,-0.284453
1317398296987365961, -182.304057,-101.328297,-0.226238
1317398297195596933, -181.768675,-101.388621,-0.168960
1317398297299735069, -181.492464,-101.403027,-0.140305
1317398297507951975, -180.907062,-101.405993,-0.081447
1317398297612062931, -180.602802,-101.407943,-0.050866
1317398297820322037, -179.970644,-101.378822,0.010083
1317398297924444914, -179.628552,-101.354617,0.041288
1317398298132666111, -178.931694,-101.263014,0.103762
1317398298236753941, -178.560437,-101.194798,0.135621
1317398298445008039, -177.791506,-101.021348,0.198436
1317398298549109936, -177.378906,-100.898214,0.229454
1317398298757394075, -176.520778,-100.619423,0.289070
1317398298965754986, -175.607534,-100.278360,0.341217
1317398299069988012, -175.126214,-100.089363,0.364204
1317398299278453112, -174.077176,-99.638651,0.408607
1317398299486876011, -172.968350,-99.088307,0.457159
1317398299695230961, -171.800088,-98.465166,0.510139
1317398299903570890, -170.575032,-97.723310,0.565744
1317398300111871004, -169.362492,-96.878902,0.624167
1317398300216047049, -168.747469,-96.422343,0.653449
1317398300424544096, -167.529589,-95.390822,0.705347
1317398300633157015, -166.305315,-94.248151,0.748036
1317398300737469912, -165.686381,-93.646679,0.765196
1317398300946276903, -164.439363,-92.385986,0.789879
1317398301050692081, -163.792527,-91.734198,0.797118
1317398301259553909, -162.486602,-90.372710,0.801476
1317398301468381882, -161.128849,-88.959183,0.799767
1317398301677032948, -159.723046,-87.498110,0.797520
1317398301781341076, -159.001630,-86.756058,0.796330
1317398302094201088, -156.781195,-84.471202,0.791361
1317398302302725077, -155.247638,-82.910239,0.786267
1317398302511253119, -153.656008,-81.312483,0.779249
1317398302615499020, -152.833455,-80.489837,0.774732
1317398302823959112, -151.164236,-78.864172,0.763333
1317398303032407045, -149.455158,-77.245832,0.751119
1317398303240755081, -147.699104,-75.628196,0.738964
1317398303448995113, -145.909347,-74.020870,0.725387
1317398303657273054, -144.113407,-72.433578,0.710076
1317398303865470886, -142.272303,-70.861958,0.694154
1317398304073596954, -140.405082,-69.312426,0.680041
1317398304281624079, -138.519902,-67.792527,0.669766
1317398304489589930, -136.630109,-66.304191,0.664204
1317398304593523979, -135.696495,-65.566851,0.663341
1317398304801522017, -133.821565,-64.087332,0.663290
1317398305009568930, -131.944144,-62.613395,0.661214
1317398305217602968, -130.062210,-61.138892,0.660373
1317398305425668955, -128.187012,-59.685530,0.659649
1317398305633719921, -126.286665,-58.198597,0.658097
1317398305841814041, -124.383732,-56.719194,0.657123
1317398306049884081, -122.491967,-55.256906,0.656360
1317398306257941961, -120.607032,-53.787833,0.655496
1317398306466080904, -118.726134,-52.330241,0.654781
1317398306674179077, -116.842222,-50.872790,0.656564
1317398306882288933, -114.988670,-49.428075,0.659904
1317398306986340046, -114.059393,-48.707260,0.661652
1317398307194470882, -112.224155,-47.263109,0.664836
1317398307298556089, -111.318103,-46.548409,0.665336
1317398307506789923, -109.521326,-45.113202,0.660578
1317398307715157986, -107.722909,-43.708457,0.647987
1317398307923573971, -105.913156,-42.347128,0.628419
1317398308131967068, -104.058330,-41.003569,0.606321
1317398308340318918, -102.192714,-39.730946,0.586076
1317398308444438934, -101.245493,-39.115900,0.578675
1317398308652587891, -99.351092,-37.893017,0.568127
1317398308860753059, -97.452050,-36.687381,0.559573
1317398308964900017, -96.508248,-36.090811,0.554329
1317398309173077106, -94.599065,-34.898068,0.546137
1317398309277164936, -93.630686,-34.303988,0.544023
1317398309485285044, -91.701303,-33.130137,0.542046
1317398309589381933, -90.739828,-32.528866,0.540744
1317398309797616959, -88.835183,-31.358777,0.532747
1317398309901791096, -87.891598,-30.794058,0.526725
1317398310005961895, -86.924234,-30.222039,0.520329
1317398310214320898, -84.969119,-29.116392,0.506484
1317398310318538904, -83.987233,-28.582964,0.497992
1317398310526909113, -82.004629,-27.508126,0.481068
1317398310631127119, -81.015960,-27.004534,0.471990
1317398310839473963, -79.003172,-25.988231,0.455778
1317398311047784090, -76.964629,-24.998405,0.441542
1317398311151937008, -75.942914,-24.514916,0.434743
1317398311360183001, -73.879854,-23.572278,0.424811
1317398311464279890, -72.864798,-23.107945,0.421992
1317398311672430992, -70.809034,-22.194704,0.416568
1317398311776499033, -69.778954,-21.741137,0.413929
1317398311984647036, -67.713532,-20.834986,0.407693
1317398312088711977, -66.700422,-20.400132,0.404565
1317398312192775011, -65.677240,-19.959117,0.401421
1317398312400923014, -63.642051,-19.095883,0.397037
1317398312504981041, -62.629294,-18.670067,0.395275
1317398312713067055, -60.604814,-17.820883,0.390953
1317398312817065954, -59.592389,-17.390886,0.389308
1317398313025115013, -57.572869,-16.564087,0.385506
1317398313129101992, -56.556435,-16.138714,0.383832
1317398313337116003, -54.547050,-15.336341,0.380452
1317398313441127062, -53.545671,-14.937371,0.378368
1317398313649142027, -51.534823,-14.134941,0.374331
1317398313857150078, -49.538095,-13.344127,0.370812
1317398314065149069, -47.560839,-12.563613,0.366425
1317398314273221970, -45.596525,-11.813132,0.361078
1317398314481286049, -43.625072,-11.059361,0.354451
1317398314585300922, -42.631035,-10.684380,0.351334
1317398314793332100, -40.672621,-9.963050,0.346255
1317398315001380920, -38.740045,-9.259665,0.342066
1317398315105421066, -37.764270,-8.909720,0.339599
1317398315313512087, -35.822812,-8.223483,0.335442
1317398315521611929, -33.897055,-7.544065,0.331519
1317398315625662088, -32.931147,-7.206431,0.329465
1317398315833717108, -31.027972,-6.553254,0.325784
1317398315937760115, -30.099069,-6.241441,0.324461
1317398316145796061, -28.262298,-5.615736,0.321758
1317398316249834061, -27.358882,-5.305351,0.320212
1317398316457952976, -25.588829,-4.711931,0.317740
1317398316562000036, -24.727033,-4.418606,0.316721
1317398316770113945, -22.997328,-3.845923,0.314060
1317398316978243113, -21.331554,-3.304908,0.311608
1317398317082308054, -20.526713,-3.039016,0.310533
1317398317290477037, -18.978935,-2.537903,0.308056
1317398317498673916, -17.513074,-2.060008,0.306057
1317398317706906080, -16.100074,-1.605423,0.306376
1317398317915138960, -14.761571,-1.171781,0.308364
1317398318123465061, -13.495891,-0.768293,0.309709
1317398318331796885, -12.301074,-0.374559,0.308667
1317398318436005116, -11.722500,-0.190661,0.306545
1317398318644432068, -10.602668,0.169629,0.302252
1317398318852868080, -9.536057,0.488642,0.298231
1317398318957072973, -9.047001,0.637206,0.296375
1317398319165486097, -8.109110,0.927370,0.292358
1317398319373850107, -7.272145,1.179226,0.289940
1317398319582217932, -6.532843,1.407020,0.288047
1317398319790537119, -5.861564,1.607619,0.289289
1317398319998755932, -5.267679,1.802774,0.294812
1317398320102842093, -4.989857,1.899929,0.300550
1317398320310946941, -4.461688,2.094504,0.316073
1317398320518997908, -3.965401,2.278871,0.340264
1317398320726978064, -3.489631,2.493234,0.372969
1317398320935028076, -3.060904,2.715812,0.407803
1317398321143354893, -2.701690,2.889676,0.428693
1317398321456116915, -2.424376,3.021946,0.443661
1317398321664674997, -2.391615,3.045886,0.445938
1317398321873229980, -2.408233,3.025472,0.445898
1317398322081763983, -2.407377,3.027966,0.445365
1317398322290271044, -2.407963,3.033439,0.445865
1317398322498733044, -2.404614,3.033194,0.445814
1317398322707242012, -2.404756,3.035736,0.445617
1317398322915729046, -2.405073,3.030058,0.445576
1317398323019959927, -2.404082,3.033633,0.445608
1317398323228466988, -2.403862,3.033065,0.445508
1317398323436924934, -2.401341,3.032658,0.445607
1317398323749643087, -2.399280,3.032244,0.445549
1317398323853876114, -2.400879,3.033465,0.445591
1317398324062316895, -2.397745,3.035029,0.445579
1317398324270751953, -2.399782,3.033625,0.445677
1317398324479238987, -2.402206,3.033016,0.445657
1317398324791928053, -2.403323,3.034371,0.445606
1317398325000341892, -2.403382,3.032123,0.445675
1317398325208754063, -2.403202,3.030823,0.445715
1317398325521373987, -2.403213,3.033213,0.445613
1317398325833972931, -2.404536,3.032784,0.445566
1317398326042385101, -2.403371,3.030227,0.445527
1317398326355029106, -2.403256,3.033221,0.445604
1317398326667627096, -2.402041,3.031219,0.445568
1317398326876063108, -2.403850,3.027092,0.445610
1317398327084476948, -2.404831,3.024493,0.445569
1317398327292937040, -2.404479,3.027509,0.445644
1317398327605534077, -2.404561,3.024746,0.445636
1317398327813899040, -2.403694,3.023753,0.445633
1317398328022288084, -2.404304,3.024265,0.445580
1317398328230653048, -2.403507,3.024354,0.446267
1317398328543227911, -2.378328,3.042165,0.447697
1317398328751616955, -2.347728,3.061023,0.449330
1317398328960005045, -2.305227,3.086005,0.452262
1317398329272412062, -2.141668,3.181409,0.466691
1317398329480561972, -1.944563,3.307436,0.487721
1317398329792459011, -1.483798,3.617435,0.543143
1317398330000271082, -1.080287,3.918219,0.596922
1317398330207942963, -0.624351,4.303310,0.663385
1317398330415635109, -0.162757,4.798253,0.740679
1317398330727080107, 0.541684,5.715398,0.873775
1317398331038572073, 1.207587,6.827177,1.021427
1317398331246387005, 1.599518,7.712512,1.122196
1317398331454341888, 1.949904,8.725856,1.220769
1317398331662470102, 2.215892,9.829619,1.316177
1317398331870788097, 2.420361,11.039637,1.402229
1317398332079272985, 2.555084,12.365221,1.477619
1317398332287777901, 2.626601,13.778869,1.549161
1317398332496289968, 2.571664,15.271096,1.617385
1317398332704824924, 2.413135,16.846324,1.678022
1317398332913430929, 2.149720,18.481922,1.728496
1317398333122133017, 1.812149,20.208137,1.766003
1317398333330979109, 1.423907,22.013810,1.788644
1317398333435400009, 1.201499,22.952593,1.795321
1317398333644294024, 0.745668,24.895375,1.802144
1317398333853090048, 0.260952,26.938454,1.803060
1317398334061769962, -0.246369,29.055694,1.803622
1317398334270302057, -0.771671,31.267734,1.806083
1317398334478785038, -1.333031,33.510591,1.808877
1317398334687225103, -1.894412,35.770353,1.812237
1317398334999820948, -2.722752,39.100988,1.817331
1317398335312320948, -3.599968,42.446165,1.821939
1317398335520639896, -4.175528,44.652682,1.824310
